state,year,race3,proportion
SD,1981,black,2.7186494613312e-06
TN,1981,black,0.00300260571838992
TX,1981,black,0.00713978906103917
UT,1981,black,1.06946763687736e-05
VA,1981,black,0.00427537001409287
VT,1981,black,2.18355211572544e-08
WA,1981,black,0.000266068717054529
WI,1981,black,0.00052738311312239
WV,1981,black,0.000264336514847424
WY,1981,black,2.58909216515414e-06
AK,1982,black,5.37574544706501e-05
AL,1982,black,0.00394311844770567
AR,1982,black,0.00137334661007431
AZ,1982,black,0.000242346229795204
CA,1982,black,0.00770241605685993
CO,1982,black,0.000337634161670578
CT,1982,black,0.000719640526712625
DC,1982,black,0.00194966029169022
DE,1982,black,0.000364791278635538
FL,1982,black,0.0050719956747207
GA,1982,black,0.00598201530176649
HI,1982,black,7.95319066209849e-05
IA,1982,black,0.000123162401884955
ID,1982,black,1.9380120620066e-06
IL,1982,black,0.00661893596266043
IN,1982,black,0.001608862514039
KS,1982,black,0.000497298713719691
KY,1982,black,0.00106469187905544
LA,1982,black,0.00476795934873863
MA,1982,black,0.000772353006830718
MD,1982,black,0.00414343638256611
ME,1982,black,3.69182417834273e-06
MI,1982,black,0.00494222480191159
MN,1982,black,0.000121825221911584
MO,1982,black,0.00215805183237008
MS,1982,black,0.00331299201103095
MT,1982,black,2.15359633555127e-06
NC,1982,black,0.00543388833170924
ND,1982,black,3.12973834496184e-06
NE,1982,black,0.000153337951133376
NH,1982,black,3.65279786047844e-06
NJ,1982,black,0.00366320144967392
NM,1982,black,6.8955689299491e-05
NV,1982,black,4.56322466093442e-05
NY,1982,black,0.00920138469568463
OH,1982,black,0.00449388682469179
OK,1982,black,0.000835027039661176
OR,1982,black,7.16273796504692e-05
PA,1982,black,0.00449770153892185
RI,1982,black,6.99072124680859e-05
SC,1982,black,0.00375895621322857
SD,1982,black,2.61706037142069e-06
TN,1982,black,0.00299171801781056
TX,1982,black,0.007178610321757
UT,1982,black,1.05852129023727e-05
VA,1982,black,0.00431042917045163
VT,1982,black,4.39242650138806e-08
WA,1982,black,0.000263084276108568
WI,1982,black,0.000527760311477431
WV,1982,black,0.000256837530326078
WY,1982,black,2.50861241693423e-06
AK,1983,black,5.6302644510037e-05
AL,1983,black,0.00392350068881462
AR,1983,black,0.00136202192400865
AZ,1983,black,0.000245178606709917
CA,1983,black,0.00775836758817802
CO,1983,black,0.000338270393478194
CT,1983,black,0.000726495683407527
DC,1983,black,0.00191825322450586
DE,1983,black,0.000366200000055323
FL,1983,black,0.00511662195164869
GA,1983,black,0.00604443982582172
HI,1983,black,8.19956079878512e-05
IA,1983,black,0.000121710013459164
ID,1983,black,1.97458423537587e-06
IL,1983,black,0.0065841331035165
IN,1983,black,0.0015984173857894
KS,1983,black,0.00049527660082922
KY,1983,black,0.00104848401505272
LA,1983,black,0.00474718092945032
MA,1983,black,0.000776941905764942
MD,1983,black,0.00419587293652685
ME,1983,black,3.63061491376072e-06
MI,1983,black,0.00492521608460037
MN,1983,black,0.000125313240053644
MO,1983,black,0.00214223113977535
MS,1983,black,0.00330426002652052
MT,1983,black,2.16113794051881e-06
NC,1983,black,0.00545446560857249
ND,1983,black,3.11131572658482e-06
NE,1983,black,0.000154139738053608
NH,1983,black,3.67827263474491e-06
NJ,1983,black,0.00367457548510014
NM,1983,black,6.81214716269611e-05
NV,1983,black,4.61805700388948e-05
NY,1983,black,0.0092374572275477
OH,1983,black,0.00447165497692474
OK,1983,black,0.000834160718223747
OR,1983,black,7.07115626204533e-05
PA,1983,black,0.00446272334274633
RI,1983,black,6.97166017499283e-05
SC,1983,black,0.00377390875320345
SD,1983,black,2.51626430386917e-06
TN,1983,black,0.00298080555637928
TX,1983,black,0.00721649009656709
UT,1983,black,1.04769272017455e-05
VA,1983,black,0.00434515582610077
VT,1983,black,6.6273000761191e-08
WA,1983,black,0.000260118931685203
WI,1983,black,0.000528089490002163
WV,1983,black,0.000249333577390734
WY,1983,black,2.42788324456291e-06
AK,1984,black,5.88948120417347e-05
AL,1984,black,0.0039037221622041
AR,1984,black,0.00135067054440428
AZ,1984,black,0.000247966615697379
CA,1984,black,0.00781389384818747
CO,1984,black,0.000338924765984834
CT,1984,black,0.000733241337013823
DC,1984,black,0.00188684581794605
DE,1984,black,0.000367567408131023
FL,1984,black,0.00516124647743686
GA,1984,black,0.00610657932792394
HI,1984,black,8.44672307999004e-05
IA,1984,black,0.000120267699325475
ID,1984,black,2.01106941673999e-06
IL,1984,black,0.00654913666678443
IN,1984,black,0.00158804619234414
KS,1984,black,0.000493258725084855
KY,1984,black,0.00103234599091776
LA,1984,black,0.00472626924319227
MA,1984,black,0.000781454617263516
MD,1984,black,0.00424640625223251
ME,1984,black,3.57010752114654e-06
MI,1984,black,0.00490774663620539
MN,1984,black,0.000128759062883361
MO,1984,black,0.00212630171044815
MS,1984,black,0.00329549165263181
MT,1984,black,2.16928318383311e-06
NC,1984,black,0.00547520609118388
ND,1984,black,3.09289758833128e-06
NE,1984,black,0.000154939382950081
NH,1984,black,3.70171140780105e-06
NJ,1984,black,0.00368574458745225
NM,1984,black,6.72907489567474e-05
NV,1984,black,4.67273077720378e-05
NY,1984,black,0.00927252457927492
OH,1984,black,0.00444922459499095
OK,1984,black,0.000833180889634263
OR,1984,black,6.98008100761698e-05
PA,1984,black,0.00442728255471639
RI,1984,black,6.95263373231007e-05
SC,1984,black,0.00378889185517122
SD,1984,black,2.41621283141109e-06
TN,1984,black,0.00296987084339673
TX,1984,black,0.00725341292613244
UT,1984,black,1.03700019572851e-05
VA,1984,black,0.00437956293544814
VT,1984,black,8.88886743137952e-08
WA,1984,black,0.000257169691762401
WI,1984,black,0.000528371616236349
WV,1984,black,0.000241828269926275
WY,1984,black,2.34690555686651e-06
AK,1985,black,6.15339959937418e-05
AL,1985,black,0.003883796779471
AR,1985,black,0.00133930110252911
AZ,1985,black,0.000250697641512403
CA,1985,black,0.00786896876504246
CO,1985,black,0.000339596234896203
CT,1985,black,0.000739867102228882
DC,1985,black,0.00185543807201079
DE,1985,black,0.000368894953595369
FL,1985,black,0.00520587543397463
GA,1985,black,0.00616844727850127
HI,1985,black,8.69466909981043e-05
IA,1985,black,0.000118835379606586
ID,1985,black,2.04748538383847e-06
IL,1985,black,0.00651395174164203
IN,1985,black,0.00157774948662896
KS,1985,black,0.000491245046950851
KY,1985,black,0.00101628212408039
LA,1985,black,0.00470523670566462
MA,1985,black,0.000785885900917469
MD,1985,black,0.00429473104270947
ME,1985,black,3.51025582639221e-06
MI,1985,black,0.00488979488433129
MN,1985,black,0.000132161817028738
MO,1985,black,0.00211026790008629
MS,1985,black,0.00328669484981062
MT,1985,black,2.17804292016516e-06
NC,1985,black,0.00549611409411853
ND,1985,black,3.07449432614721e-06
NE,1985,black,0.000155736986109547
NH,1985,black,3.72308845935215e-06
NJ,1985,black,0.00369670718383511
NM,1985,black,6.64634552479632e-05
NV,1985,black,4.72725166882754e-05
NY,1985,black,0.00930656804470383
OH,1985,black,0.00442659358602669
OK,1985,black,0.000832091910221511
OR,1985,black,6.88951912903702e-05
PA,1985,black,0.00439137929056394
RI,1985,black,6.9336483314278e-05
SC,1985,black,0.00380389417434857
SD,1985,black,2.31685939911737e-06
TN,1985,black,0.00295891672891808
TX,1985,black,0.00728936113771387
UT,1985,black,1.02646171914153e-05
VA,1985,black,0.00441366295522197
VT,1985,black,1.11778278943462e-07
WA,1985,black,0.000254233504897009
WI,1985,black,0.000528607431016421
WV,1985,black,0.000234325263746931
WY,1985,black,2.26568201111056e-06
AK,1986,black,6.42202106561712e-05
AL,1986,black,0.00386373790747378
AR,1986,black,0.00132792244541071
AZ,1986,black,0.000253356724559698
CA,1986,black,0.00792356197195891
CO,1986,black,0.000340283770117737
CT,1986,black,0.00074636139666834
DC,1986,black,0.00182402998670008
DE,1986,black,0.00037018413267822
FL,1986,black,0.00525051503525814
GA,1986,black,0.0062300558497296
HI,1986,black,8.94339060573028e-05
IA,1986,black,0.000117412985150755
ID,1986,black,2.08384947363292e-06
IL,1986,black,0.00647858377064432
IN,1986,black,0.00156752690582673
KS,1986,black,0.000489235735031667
KY,1986,black,0.00100029677043938
LA,1986,black,0.0046840952313161
MA,1986,black,0.00079022990892833
MD,1986,black,0.00434047447093075
ME,1986,black,3.45101689732594e-06
MI,1986,black,0.00487133863900616
MN,1986,black,0.00013552056356611
MO,1986,black,0.00209413490437436
MS,1986,black,0.00327787724412493
MT,1986,black,2.18742481270309e-06
NC,1986,black,0.00551719476288286
ND,1986,black,3.05611546826722e-06
NE,1986,black,0.000156532655837698
NH,1986,black,3.74237867678497e-06
NJ,1986,black,0.00370746070064339
NM,1986,black,6.56395377776334e-05
NV,1986,black,4.78162778843253e-05
NY,1986,black,0.00933957296885264
OH,1986,black,0.00440375918136063
OK,1986,black,0.000830897794268093
OR,1986,black,6.79947766370206e-05
PA,1986,black,0.00435501359436733
RI,1986,black,6.91470919209198e-05
SC,1986,black,0.00381890289819864
SD,1986,black,2.21815828845292e-06
TN,1986,black,0.00294794607675165
TX,1986,black,0.0073243142967627
UT,1986,black,1.01609554677858e-05
VA,1986,black,0.00444746788289212
VT,1986,black,1.34949051268346e-07
WA,1986,black,0.00025130725296979
WI,1986,black,0.000528797756363355
WV,1986,black,0.000226828205170782
WY,1986,black,2.18421615280395e-06
AK,1987,black,6.69534673233311e-05
AL,1987,black,0.00384355893816304
AR,1987,black,0.00131654295089755
AZ,1987,black,0.000255925859507487
CA,1987,black,0.00797763888778465
CO,1987,black,0.000340986355115871
CT,1987,black,0.000752712543968797
DC,1987,black,0.00179262138272109
DE,1987,black,0.000371436329440505
FL,1987,black,0.00529517149978697
GA,1987,black,0.00629141750694336
HI,1987,black,9.19287949558015e-05
IA,1987,black,0.000116000458047133
ID,1987,black,2.12017946132804e-06
IL,1987,black,0.00644303713883145
IN,1987,black,0.00155737951122681
KS,1987,black,0.00048723070744899
KY,1987,black,0.00098439419048818
LA,1987,black,0.0046628570700818
MA,1987,black,0.000794480580564077
MD,1987,black,0.00438317678629094
ME,1987,black,3.3923467684797e-06
MI,1987,black,0.00485235504736208
MN,1987,black,0.000138834368905821
MO,1987,black,0.00207790795955795
MS,1987,black,0.00326904630538236
MT,1987,black,2.19743533127455e-06
NC,1987,black,0.00553845299987524
ND,1987,black,3.03777331567832e-06
NE,1987,black,0.000157326435601757
NH,1987,black,3.75955714150349e-06
NJ,1987,black,0.00371800227731535
NM,1987,black,6.48189569146711e-05
NV,1987,black,4.83586528741685e-05
NY,1987,black,0.00937152068982172
OH,1987,black,0.00438072008691057
OK,1987,black,0.000829602798559989
OR,1987,black,6.70996463883431e-05
PA,1987,black,0.00431818426977021
RI,1987,black,6.89582440531209e-05
SC,1987,black,0.00383390373785559
SD,1987,black,2.12006631177215e-06
TN,1987,black,0.0029369617696364
TX,1987,black,0.0073582509834775
UT,1987,black,1.00592004867428e-05
VA,1987,black,0.00448098929431285
VT,1987,black,1.5840823344424e-07
WA,1987,black,0.000248387743515088
WI,1987,black,0.000528943419107114
WV,1987,black,0.00021934083383022
WY,1987,black,2.10251300130227e-06
AK,1988,black,6.97338013582505e-05
AL,1988,black,0.00382327369835366
AR,1988,black,0.00130517123863072
AZ,1988,black,0.000258383043457479
CA,1988,black,0.0080311607530773
CO,1988,black,0.000341702986380482
CT,1988,black,0.000758907513295091
DC,1988,black,0.00176121262180184
DE,1988,black,0.00037265302641507
FL,1988,black,0.00533985102738085
GA,1988,black,0.00635254281253469
HI,1988,black,9.44312781454304e-05
IA,1988,black,0.000114597752195212
ID,1988,black,2.15649185103267e-06
IL,1988,black,0.00640731667902373
IN,1988,black,0.00154730744831106
KS,1988,black,0.000485230158082069
KY,1988,black,0.000968579119564684
LA,1988,black,0.00464153462439404
MA,1988,black,0.000798631300117248
MD,1988,black,0.00442226173213822
ME,1988,black,3.33420410737239e-06
MI,1988,black,0.00483281991670887
MN,1988,black,0.000142102191261729
MO,1988,black,0.00206159154266289
MS,1988,black,0.00326020931800659
MT,1988,black,2.20807823435336e-06
NC,1988,black,0.00555989371099353
ND,1988,black,3.01947940184891e-06
NE,1988,black,0.000158118450989361
NH,1988,black,3.7745991145743e-06
NJ,1988,black,0.00372832958585811
NM,1988,black,6.40016929713273e-05
NV,1988,black,4.88997302023388e-05
NY,1988,black,0.00940239672260902
OH,1988,black,0.00435747323553736
OK,1988,black,0.000828211186869687
OR,1988,black,6.62098543506613e-05
PA,1988,black,0.0042808900017251
RI,1988,black,6.87700229332316e-05
SC,1988,black,0.00384888093918853
SD,1988,black,2.02254010125603e-06
TN,1988,black,0.00292596637551821
TX,1988,black,0.00739114590183853
UT,1988,black,9.9595347953841e-06
VA,1988,black,0.00451423838094453
VT,1988,black,1.82163378496449e-07
WA,1988,black,0.000245471672115982
WI,1988,black,0.000529045251274797
WV,1988,black,0.000211866829207283
WY,1988,black,2.02057923757026e-06
AK,1989,black,7.25612120411829e-05
AL,1989,black,0.00380289611836176
AR,1989,black,0.00129381546183962
AZ,1989,black,0.000260700960457059
CA,1989,black,0.00808408090004492
CO,1989,black,0.000342432672990549
CT,1989,black,0.000764933089045393
DC,1989,black,0.00172980334849905
DE,1989,black,0.000373835644455834
FL,1989,black,0.00538455977979419
GA,1989,black,0.00641344157971094
HI,1989,black,9.69412775220755e-05
IA,1989,black,0.000113204833932994
ID,1989,black,2.19280272319e-06
IL,1989,black,0.00637142988707578
IN,1989,black,0.00153731134747979
KS,1989,black,0.000483234030711839
KY,1989,black,0.000952855928744983
LA,1989,black,0.00462014047041792
MA,1989,black,0.000802674911829706
MD,1989,black,0.00445699789496508
ME,1989,black,3.27654859233944e-06
MI,1989,black,0.0048127107984969
MN,1989,black,0.000145322949679563
MO,1989,black,0.00204519098708706
MS,1989,black,0.00325137334611107
MT,1989,black,2.21935481308277e-06
NC,1989,black,0.00558152207033378
ND,1989,black,3.0012460615109e-06
NE,1989,black,0.000158908838587269
NH,1989,black,3.78748002304737e-06
NJ,1989,black,0.00373843918824868
NM,1989,black,6.31877179887436e-05
NV,1989,black,4.94395876095239e-05
NY,1989,black,0.00943218259364772
OH,1989,black,0.0043340159339602
OK,1989,black,0.000826726970271344
OR,1989,black,6.53254819119805e-05
PA,1989,black,0.00424313047257751
RI,1989,black,6.85825283017257e-05
SC,1989,black,0.0038638172521707
SD,1989,black,1.92553747895484e-06
TN,1989,black,0.00291496350783659
TX,1989,black,0.00742297159682743
UT,1989,black,9.86214650076902e-06
VA,1989,black,0.00454722598704654
VT,1989,black,2.06222003594962e-07
WA,1989,black,0.00024255573170597
WI,1989,black,0.000529104090498973
WV,1989,black,0.000204409913911732
WY,1989,black,1.93842269354558e-06
AK,1990,black,7.84471213637001e-05
AL,1990,black,0.0038511365241209
AR,1990,black,0.00133293811181875
AZ,1990,black,0.000387319449873505
CA,1990,black,0.00846450361490399
CO,1990,black,0.000499444830559422
CT,1990,black,0.000972681238795211
DC,1990,black,0.00170576606784943
DE,1990,black,0.000425544315801278
FL,1990,black,0.00578035464436612
GA,1990,black,0.00654681691115814
HI,1990,black,0.000101450701500566
IA,1990,black,0.000159360577252392
ID,1990,black,1.03803243205906e-05
IL,1990,black,0.00644080846241283
IN,1990,black,0.00160996183060737
KS,1990,black,0.000516187466761214
KY,1990,black,0.000996223998865577
LA,1990,black,0.00467280557929875
MA,1990,black,0.000974080827065158
MD,1990,black,0.004633984837287
ME,1990,black,1.88035836914838e-05
MI,1990,black,0.00484543940649228
MN,1990,black,0.000301595485785925
MO,1990,black,0.00206631566412843
MS,1990,black,0.00327352622279066
MT,1990,black,8.21070522911162e-06
NC,1990,black,0.00568290137879239
ND,1990,black,1.14358279714028e-05
NE,1990,black,0.000205489175879035
NH,1990,black,2.39839645470903e-05
NJ,1990,black,0.00385357622317396
NM,1990,black,0.000104197450498633
NV,1990,black,0.000284272790799673
NY,1990,black,0.00956804074583419
OH,1990,black,0.00440477008726019
OK,1990,black,0.000838577541683719
OR,1990,black,0.000158962146360993
PA,1990,black,0.00421788992415576
RI,1990,black,0.000121253006122705
SC,1990,black,0.00393720951286036
SD,1990,black,1.07025052627142e-05
TN,1990,black,0.00294547804182251
TX,1990,black,0.00762670937067429
UT,1990,black,3.99979682508761e-05
VA,1990,black,0.00466785032871591
VT,1990,black,8.27293486360002e-06
WA,1990,black,0.000536449931750785
WI,1990,black,0.000818524830051672
WV,1990,black,0.000217219817487459
WY,1990,black,1.089657327781e-05
AK,1991,black,7.77628280964323e-05
AL,1991,black,0.0038592999848631
AR,1991,black,0.00133957032356064
AZ,1991,black,0.000400269727243881
CA,1991,black,0.00840732335116783
CO,1991,black,0.000506074066338568
CT,1991,black,0.000982135116741125
DC,1991,black,0.00166370204873991
DE,1991,black,0.000435066531408718
FL,1991,black,0.00591853188697915
GA,1991,black,0.0067158178969938
HI,1991,black,9.94293615377677e-05
IA,1991,black,0.000162009368796065
ID,1991,black,1.08155253508849e-05
IL,1991,black,0.0064544231236311
IN,1991,black,0.00163587577598077
KS,1991,black,0.000516678887526836
KY,1991,black,0.00100261662659753
LA,1991,black,0.00470527837501689
MA,1991,black,0.000980276785887618
MD,1991,black,0.00469077041545379
ME,1991,black,1.81933174920002e-05
MI,1991,black,0.00486244913933109
MN,1991,black,0.000314805120248984
MO,1991,black,0.00206917132249839
MS,1991,black,0.00330006613455554
MT,1991,black,8.12166179209546e-06
NC,1991,black,0.00575384100847284
ND,1991,black,1.1230359392285e-05
NE,1991,black,0.000207200430709961
NH,1991,black,2.42994076534211e-05
NJ,1991,black,0.00385951710783545
NM,1991,black,0.000105261306467917
NV,1991,black,0.00030205042564663
NY,1991,black,0.00956235513784188
OH,1991,black,0.00441940452208523
OK,1991,black,0.000838992294298989
OR,1991,black,0.000162928601967949
PA,1991,black,0.00424667283599569
RI,1991,black,0.000122513012279874
SC,1991,black,0.00396477389735352
SD,1991,black,1.07742537101994e-05
TN,1991,black,0.00297488183494127
TX,1991,black,0.00770229562103518
UT,1991,black,4.09455612388062e-05
VA,1991,black,0.0046970647876654
VT,1991,black,8.33221801160958e-06
WA,1991,black,0.000548077488569989
WI,1991,black,0.00083126458094639
WV,1991,black,0.000218121773612445
WY,1991,black,1.07191721275783e-05
AK,1992,black,7.70798146144564e-05
AL,1992,black,0.00386742792244457
AR,1992,black,0.00134618325188364
AZ,1992,black,0.000413234273305087
CA,1992,black,0.00834992300190718
CO,1992,black,0.000512729217632384
CT,1992,black,0.000991568428466704
DC,1992,black,0.00162163802963039
DE,1992,black,0.000444618418363279
FL,1992,black,0.00605705638922287
GA,1992,black,0.0068858498038106
HI,1992,black,9.73999667261501e-05
IA,1992,black,0.000164652427119553
ID,1992,black,1.12580799407247e-05
IL,1992,black,0.00646787187683252
IN,1992,black,0.00166194834750826
KS,1992,black,0.000517161602213568
KY,1992,black,0.00100901022443328
LA,1992,black,0.00473777282279736
MA,1992,black,0.000986449381228891
MD,1992,black,0.00474766539298882
ME,1992,black,1.75884141762752e-05
MI,1992,black,0.00487930857251883
MN,1992,black,0.000327997708668018
MO,1992,black,0.002072013534514
MS,1992,black,0.00332661213722392
MT,1992,black,8.03248074102268e-06
NC,1992,black,0.00582496420129149
ND,1992,black,1.10212970096832e-05
NE,1992,black,0.00020891492864509
NH,1992,black,2.46111664196834e-05
NJ,1992,black,0.00386534076264791
NM,1992,black,0.000106328105255027
NV,1992,black,0.00031994302559204
NY,1992,black,0.00955623385917482
OH,1992,black,0.00443394352704239
OK,1992,black,0.000839390826524534
OR,1992,black,0.000166944689467159
PA,1992,black,0.00427495514554326
RI,1992,black,0.000123777841973434
SC,1992,black,0.00399228022863724
SD,1992,black,1.08442396475547e-05
TN,1992,black,0.00300437542350507
TX,1992,black,0.00777802510149852
UT,1992,black,4.18952973534696e-05
VA,1992,black,0.00472626850520842
VT,1992,black,8.38271096644715e-06
WA,1992,black,0.000559806002536476
WI,1992,black,0.000844041861181219
WV,1992,black,0.000218961051061794
WY,1992,black,1.05416358067354e-05
AK,1993,black,7.63981215411279e-05
AL,1993,black,0.00387552582561868
AR,1993,black,0.00135277737755066
AZ,1993,black,0.000426213124475748
CA,1993,black,0.00829230370143839
CO,1993,black,0.000519410222084877
CT,1993,black,0.00100098122797589
DC,1993,black,0.00157957401052087
DE,1993,black,0.000454199151363302
FL,1993,black,0.00619591882607905
GA,1993,black,0.00705689358242851
HI,1993,black,9.53625623547146e-05
IA,1993,black,0.000167289750231765
ID,1993,black,1.17079904239855e-05
IL,1993,black,0.00648115401582084
IN,1993,black,0.00168817867278051
KS,1993,black,0.000517635710316364
KY,1993,black,0.00101540445349442
LA,1993,black,0.00477028540408846
MA,1993,black,0.000992598803136378
MD,1993,black,0.00480466294430025
ME,1993,black,1.69888795133702e-05
MI,1993,black,0.00489601707763524
MN,1993,black,0.00034117351497195
MO,1993,black,0.00207484257446077
MS,1993,black,0.0033531639452513
MT,1993,black,7.94315914770671e-06
NC,1993,black,0.00589626859788461
ND,1993,black,1.08086380906577e-05
NE,1993,black,0.000210632558523772
NH,1993,black,2.49192469361736e-05
NJ,1993,black,0.00387104602416703
NM,1993,black,0.000107397862515008
NV,1993,black,0.00033795057749547
NY,1993,black,0.00954967361093098
OH,1993,black,0.00444838577066417
OK,1993,black,0.000839773164793208
OR,1993,black,0.000171010422971828
PA,1993,black,0.00430273489123316
RI,1993,black,0.000125047544105828
SC,1993,black,0.00401972657260678
SD,1993,black,1.09124631563609e-05
TN,1993,black,0.00303395789862637
TX,1993,black,0.00785389780322335
UT,1993,black,4.28471826978935e-05
VA,1993,black,0.00475545923191616
VT,1993,black,8.42439329781271e-06
WA,1993,black,0.000571635572731574
WI,1993,black,0.000856856441589119
WV,1993,black,0.000219738141649625
WY,1993,black,1.0363965997668e-05
AK,1994,black,7.57177609028714e-05
AL,1994,black,0.00388359961249093
AR,1994,black,0.00135935317186657
AZ,1994,black,0.000439206174141121
CA,1994,black,0.00823446431495856
CO,1994,black,0.00052611696047126
CT,1994,black,0.00101037389606847
DC,1994,black,0.00153750999141135
DE,1994,black,0.00046380783518649
FL,1994,black,0.00633511071293214
GA,1994,black,0.00722893012297262
HI,1994,black,9.33171869069385e-05
IA,1994,black,0.000169921128836782
ID,1994,black,1.21652547861431e-05
IL,1994,black,0.00649426592203924
IN,1994,black,0.00171456588415131
KS,1994,black,0.000518101037866538
KY,1994,black,0.00102179955023475
LA,1994,black,0.00480281301142595
MA,1994,black,0.000998725247763456
MD,1994,black,0.00486175463386109
ME,1994,black,1.63947291033477e-05
MI,1994,black,0.00491257401694081
MN,1994,black,0.000354332620287176
MO,1994,black,0.0020776584470203
MS,1994,black,0.00337972126866757
MT,1994,black,7.85369773626773e-06
NC,1994,black,0.00596775073891866
ND,1994,black,1.05923850673726e-05
NE,1994,black,0.000212353208188366
NH,1994,black,2.52236644126996e-05
NJ,1994,black,0.00387663168711308
NM,1994,black,0.000108470558517397
NV,1994,black,0.000356073070024119
NY,1994,black,0.00954267092894138
OH,1994,black,0.00446272935042284
OK,1994,black,0.000840139243277491
OR,1994,black,0.000175125752893215
PA,1994,black,0.00433000774526503
RI,1994,black,0.000126322181767718
SC,1994,black,0.00404711094935137
SD,1994,black,1.09789243179341e-05
TN,1994,black,0.00306362972734104
TX,1994,black,0.00792991263195293
UT,1994,black,4.3801219316105e-05
VA,1994,black,0.00478463510314147
VT,1994,black,8.45724432356936e-06
WA,1994,black,0.000583566037123577
WI,1994,black,0.00086970809919831
WV,1994,black,0.000220453590864756
WY,1994,black,1.01861643115705e-05
AK,1995,black,7.50387540205128e-05
AL,1995,black,0.00389165563524574
AR,1995,black,0.00136591109697471
AZ,1995,black,0.000452213427149642
CA,1995,black,0.00817640598263641
CO,1995,black,0.000532849496919728
CT,1995,black,0.0010197465002398
DC,1995,black,0.00149544597230183
DE,1995,black,0.000473443578964366
FL,1995,black,0.00647462276771195
GA,1995,black,0.00740193892109604
HI,1995,black,9.12639014824018e-05
IA,1995,black,0.000172546534740015
ID,1995,black,1.26298724921182e-05
IL,1995,black,0.00650720678816696
IN,1995,black,0.00174110837472218
KS,1995,black,0.000518557683069724
KY,1995,black,0.00102819517473763
LA,1995,black,0.00483535227381683
MA,1995,black,0.0010048289176178
MD,1995,black,0.00491893398240761
ME,1995,black,1.5805978509388e-05
MI,1995,black,0.00492897874317242
MN,1995,black,0.00036747524214081
MO,1995,black,0.00208046142859672
MS,1995,black,0.00340628381316804
MT,1995,black,7.76409722783251e-06
NC,1995,black,0.00603940805895058
ND,1995,black,1.03725350850727e-05
NE,1995,black,0.000214076857710114
NH,1995,black,2.55244276771381e-05
NJ,1995,black,0.00388209650239965
NM,1995,black,0.000109546208576596
NV,1995,black,0.000374310493352329
NY,1995,black,0.00953521906143708
OH,1995,black,0.00447697397812445
OK,1995,black,0.000840489272985662
OR,1995,black,0.000179290693426766
PA,1995,black,0.00435677156145883
RI,1995,black,0.000127601781549875
SC,1995,black,0.00407443150016893
SD,1995,black,1.10436232133237e-05
TN,1995,black,0.00309338997751878
TX,1995,black,0.00800606738004158
UT,1995,black,4.47574090951819e-05
VA,1995,black,0.00481379365226852
VT,1995,black,8.48124310690339e-06
WA,1995,black,0.00059559749973851
WI,1995,black,0.000882596360814373
WV,1995,black,0.000221107943941865
WY,1995,black,1.00082272998225e-05
AK,1996,black,7.43611220204968e-05
AL,1996,black,0.00389969970744033
AR,1996,black,0.00137245160614275
AZ,1996,black,0.000465234893991029
CA,1996,black,0.00811812908240753
CO,1996,black,0.000539607718905821
CT,1996,black,0.00102909922214192
DC,1996,black,0.00145338195319232
DE,1996,black,0.000483105575773474
FL,1996,black,0.0066144460023792
GA,1996,black,0.00757590071835312
HI,1996,black,8.92027454144495e-05
IA,1996,black,0.000175165833846347
ID,1996,black,1.31018430369363e-05
IL,1996,black,0.00651997361317596
IN,1996,black,0.00176780527141724
KS,1996,black,0.000519005471813123
KY,1996,black,0.00103459156218563
LA,1996,black,0.00486790000534484
MA,1996,black,0.00101091002182201
MD,1996,black,0.00497619324599845
ME,1996,black,1.52226345648065e-05
MI,1996,black,0.00494523059933251
MN,1996,black,0.000380601603547851
MO,1996,black,0.0020832509840235
MS,1996,black,0.00343285128020184
MT,1996,black,7.67435475193631e-06
NC,1996,black,0.00611123803331403
ND,1996,black,1.01490855430309e-05
NE,1996,black,0.000215803362625821
NH,1996,black,2.58215544831914e-05
NJ,1996,black,0.00388743917504632
NM,1996,black,0.000110624816182317
NV,1996,black,0.000392662797672166
NY,1996,black,0.00952731527480298
OH,1996,black,0.00449111769880368
OK,1996,black,0.000840823188576353
OR,1996,black,0.000183505260170853
PA,1996,black,0.00438302184346761
RI,1996,black,0.000128886409658216
SC,1996,black,0.00410168627132351
SD,1996,black,1.11065599233107e-05
TN,1996,black,0.0031232387539816
TX,1996,black,0.00808236090268926
UT,1996,black,4.57157581925813e-05
VA,1996,black,0.00484293293237008
VT,1996,black,8.49636845344541e-06
WA,1996,black,0.000607729795969705
WI,1996,black,0.000895520748837367
WV,1996,black,0.000221701696114617
WY,1996,black,9.8301603224693e-06
AK,1997,black,7.36848858370939e-05
AL,1997,black,0.00390773788569505
AR,1997,black,0.00137897514403834
AZ,1997,black,0.00047827050837893
CA,1997,black,0.00805963399110224
CO,1997,black,0.000546391514318972
CT,1997,black,0.00103843225117004
DC,1997,black,0.0014113179340828
DE,1997,black,0.000492792885475652
FL,1997,black,0.00675457145367606
GA,1997,black,0.00775079622801547
HI,1997,black,8.71337660659274e-05
IA,1997,black,0.000177778916956363
ID,1997,black,1.35811642474663e-05
IL,1997,black,0.00653256334973737
IN,1997,black,0.00179465545453357
KS,1997,black,0.000519444500992534
KY,1997,black,0.00104098837156903
LA,1997,black,0.00490045230076668
MA,1997,black,0.0010169687763872
MD,1997,black,0.00503352337977324
ME,1997,black,1.46447133625441e-05
