year,state,state_name,ICPSRCode,region,fips,prop_evangelicals,prop_hispanic,income_percapita,prop_union,prop_urban,prop_black
1930,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1322413,0.0330847820118206
1931,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1429734,0.0330847820118206
1932,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1537055,0.0330847820118206
1933,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1644375,0.0330847820118206
1934,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1751696,0.0330847820118206
1935,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1859017,0.0330847820118206
1936,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.1966338,0.0330847820118206
1937,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2073658,0.0330847820118206
1938,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2180979,0.0330847820118206
1939,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.22883,0.0330847820118206
1940,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2395621,0.0330847820118206
1941,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2422393,0.0330847820118206
1942,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2449165,0.0330847820118206
1943,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2475936,0.0330847820118206
1944,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2502708,0.0330847820118206
1945,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.252948,0.0330847820118206
1946,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2556252,0.0330847820118206
1947,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2583024,0.0330847820118206
1948,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2609796,0.0330847820118206
1949,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,,,0.2636568,0.0330847820118206
1950,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,28550.22203187,,0.266334,0.0330847820118206
1951,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,31040.11096311,,0.2776226,0.0330847820118206
1952,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,29166.507057096,,0.2889111,0.0330847820118206
1953,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,28193.482848024,,0.3001997,0.0330847820118206
1954,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,25860.40501802,,0.3114883,0.0330847820118206
1955,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,25603.14234945,,0.3227769,0.0330847820118206
1956,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,26420.424411408,,0.3340655,0.0330847820118206
1957,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,24536.742098847,,0.345354,0.0330847820118206
1958,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,24735.061315432,,0.3566426,0.0330847820118206
1959,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,25566.885325371,,0.3679312,0.0330847820118206
1960,AK,Alaska,81,West,2,0.1080557,0.0129477897718241,28225.842060525,0.397,0.3792198,0.0330847820118206
1961,AK,Alaska,81,West,2,0.1080557,0.0122210168116667,26531.635419549,0.397,0.3977707,0.0333641959258486
1962,AK,Alaska,81,West,2,0.1080557,0.011509720416088,26464.282251276,0.397,0.4163217,0.0336376597458008
1963,AK,Alaska,81,West,2,0.1080557,0.0108134114352207,27171.75281126,0.397,0.4348727,0.0339053615294153
1964,AK,Alaska,81,West,2,0.1080557,0.0101316211176195,29229.548095171,0.397,0.4534236,0.0341674814920871
1965,AK,Alaska,81,West,2,0.1080557,0.00946390005791915,30119.969871618,0.385,0.4719746,0.0344241924114495
1966,AK,Alaska,81,West,2,0.1080557,0.00880981720897425,31148.715616548,0.373,0.4905256,0.0346756600071656
1967,AK,Alaska,81,West,2,0.1080557,0.00816895895391905,32096.643441895,0.395,0.5090765,0.0349220432976822
1968,AK,Alaska,81,West,2,0.1080557,0.00754092823394821,32433.188331746,0.418,0.5276275,0.0351634949355621
1969,AK,Alaska,81,West,2,0.1080557,0.00692534372795423,34151.114333304,0.375,0.5461785,0.0354001615228791
1970,AK,Alaska,81,West,2,0.1080557,0.00632183908045977,35876.310334991,0.332,0.5647295,0.035632183908046
1971,AK,Alaska,81,West,2,0.1088782,0.00771980224011773,36412.83392631,0.335,0.5726005,0.0353390566640971
1972,AK,Alaska,81,West,2,0.1097007,0.00904550725584901,37310.33157964,0.337,0.5804715,0.0350610806281295
1973,AK,Alaska,81,West,2,0.1105231,0.0103044153238535,39780.420812892,0.336,0.5883426,0.0347971106874271
1974,AK,Alaska,81,West,2,0.1113456,0.0115014508287639,42009.220001542,0.345,0.5962136,0.0345461142888173
1975,AK,Alaska,81,West,2,0.112168,0.0126410657194511,48896.871430154,0.345,0.6040847,0.0343071579402452
1976,AK,Alaska,81,West,2,0.1129905,0.0137272948376893,51318.97082928,0.343,0.6119558,0.0340793956093666
1977,AK,Alaska,81,West,2,0.113813,0.0147638036490909,49472.409783433,0.306,0.6198268,0.0338620587152461
1978,AK,Alaska,81,West,2,0.1146354,0.0157539295662857,46781.775655009,0.304,0.6276979,0.0336544474636445
1979,AK,Alaska,81,West,2,0.1154579,0.0167007178459739,44252.96742835,0.307,0.6355689,0.0334559233200641
1980,AK,Alaska,81,West,2,0.1162803,0.0176069528733049,44035.112295027,0.297,0.5647295,0.0332659024499888
1981,AK,Alaska,81,West,2,0.1187105,0.0185027852245248,43969.391323935,0.337,0.5726005,0.0337256914152638
1982,AK,Alaska,81,West,2,0.1211406,0.0193576403663466,47034.97979225,0.293,0.5804715,0.0341644486900855
1983,AK,Alaska,81,West,2,0.1235707,0.0201742670054532,45644.810009655,0.249,0.5883426,0.0345835850573974
1984,AK,Alaska,81,West,2,0.1260009,0.020955173384864,44234.80892428,0.242,0.5962136,0.03498438788136
1985,AK,Alaska,81,West,2,0.128431,0.021702653016592,44561.83931129,0.25,0.6040847,0.0353680343147226
1986,AK,Alaska,81,West,2,0.1308612,0.0224188071790771,43184.237900061,0.233,0.6119558,0.0357356028457073
1987,AK,Alaska,81,West,2,0.1332913,0.0231055646441973,40351.30969236,0.223,0.6198268,0.0360880834229633
1988,AK,Alaska,81,West,2,0.1357215,0.0237646990238703,40202.731385842,0.243,0.6276979,0.0364263863587685
1989,AK,Alaska,81,West,2,0.1381516,0.0243978440647528,41707.34628258,0.229,0.6355689,0.036751350179086
1990,AK,Alaska,81,West,2,0.1405817,0.0250065071687309,41460.747286137,0.232,0.67492,0.0370637485630002
1991,AK,Alaska,81,West,2,0.140297,0.0255841191955596,40284.188931378,0.216,0.6731377,0.0367394820970424
1992,AK,Alaska,81,West,2,0.1400122,0.0261578095662169,40439.864179946,0.209,0.6713553,0.036417417215415
1993,AK,Alaska,81,West,2,0.1397275,0.0267276180842936,40601.258129415,0.204,0.669573,0.0360975315727218
1994,AK,Alaska,81,West,2,0.1394427,0.0272935840165379,40628.744042172,0.194,0.6677907,0.0357798031249452
1995,AK,Alaska,81,West,2,0.139158,0.0278557461018757,40499.735550019,0.232,0.6660084,0.0354642101243825
1996,AK,Alaska,81,West,2,0.1388732,0.0284141425602497,40129.74255213,0.224,0.6642261,0.0351507311146838
1997,AK,Alaska,81,West,2,0.1385885,0.0289688111012814,41071.132734596,0.2,0.6624438,0.0348393449259891
1998,AK,Alaska,81,West,2,0.1383037,0.0295197889327603,41806.599810775,0.204,0.6606614,0.034530030670163
1999,AK,Alaska,81,West,2,0.138019,0.0300671127689636,41886.281584056,0.204,0.6588791,0.034222767736123
2000,AK,Alaska,81,West,2,0.1377342,0.0306108188388118,43330.616602983,0.219,0.6570968,0.0339175357852624
2001,AK,Alaska,81,West,2,0.1427054,0.0317251872960214,43990.67638547,0.221,0.6574069,0.0335602881084933
2002,AK,Alaska,81,West,2,0.1476766,0.0328254502859503,44770.756188186,0.245,0.657717,0.0332075624059269
2003,AK,Alaska,81,West,2,0.1526478,0.033911873940818,45439.85407728,0.225,0.6580271,0.0328592733600755
2004,AK,Alaska,81,West,2,0.157619,0.0349847177397544,45893.969337275,0.203,0.6583372,0.0325153377863194
2005,AK,Alaska,81,West,2,0.1625901,0.0360442347154102,46749.267072431,0.229,0.6586474,0.032175674566671
2006,AK,Alaska,81,West,2,0.1675613,0.0370906716529161,47667.927881835,0.224,0.6589574,0.031840204585992
2007,AK,Alaska,81,West,2,0.1725325,0.0381242692815187,49597.735119476,0.239,0.6592675,0.0315088506705583
2008,AK,Alaska,81,West,2,0.1775037,0.0391452624592046,52038.432373536,0.237,0.6595777,0.031181537528872
2009,AK,Alaska,81,West,2,0.1824749,0.0401538803506128,51032.17282768,0.224,0.6598878,0.0308581916946265
2010,AK,Alaska,81,West,2,0.1874461,0.0411503465985148,51927.088172971,0.232,0.6601979,0.0305387414717324
2011,AK,Alaska,81,West,2,0.1874461,0.0449389610791477,53266.367245464,0.222,0.6601979,0.0314258572712278
2012,AK,Alaska,81,West,2,0.1874461,0.0487350326343406,53958.908202696,0.225,0.6601979,0.0323147191677974
2013,AK,Alaska,81,West,2,0.1874461,0.0525385833022585,52152.347439231,0.23,0.6601979,0.0332053323217458
2014,AK,Alaska,81,West,2,0.1874461,0.0563496352079927,54076.110947712,0.227,0.6601979,0.0340977019137315
2015,AK,Alaska,81,West,2,0.1874461,0.0601682105639889,55940,0.197,0.6601979,0.0349918331448674
1930,AL,Alabama,41,South,1,0.18149,0.0019211430281165,3732.66293399,,0.281256,0.336717571758389
1931,AL,Alabama,41,South,1,0.1856384,0.0019211430281165,3430.5092096,,0.283344,0.336717571758389
1932,AL,Alabama,41,South,1,0.1897868,0.0019211430281165,2750.78124105,,0.2854321,0.336717571758389
1933,AL,Alabama,41,South,1,0.1939352,0.0019211430281165,2990.06061488,,0.2875201,0.336717571758389
1934,AL,Alabama,41,South,1,0.1980835,0.0019211430281165,3661.38201474,,0.2896082,0.336717571758389
1935,AL,Alabama,41,South,1,0.2022319,0.0019211430281165,3736.9103652,,0.2916963,0.336717571758389
1936,AL,Alabama,41,South,1,0.2063803,0.0019211430281165,4245.84409977,,0.2937843,0.336717571758389
1937,AL,Alabama,41,South,1,0.2105287,0.0019211430281165,4378.23069474,,0.2958724,0.336717571758389
1938,AL,Alabama,41,South,1,0.2146771,0.0019211430281165,4067.95134702,,0.2979604,0.336717571758389
1939,AL,Alabama,41,South,1,0.2188254,0.0019211430281165,4279.94726523,,0.3000485,0.336717571758389
1940,AL,Alabama,41,South,1,0.2229738,0.0019211430281165,4757.26978451,,0.3021365,0.336717571758389
1941,AL,Alabama,41,South,1,0.2271222,0.00189870368591574,6110.84646176,,0.3157194,0.332456929607324
1942,AL,Alabama,41,South,1,0.2312706,0.0018754718077899,7735.769573,,0.3293023,0.328045805684627
1943,AL,Alabama,41,South,1,0.2354189,0.0018514046515253,9261.47352312,,0.3428851,0.323476084365715
1944,AL,Alabama,41,South,1,0.2395673,0.00182645634514039,10140.556875,,0.356468,0.318739055765223
1945,AL,Alabama,41,South,1,0.2437157,0.00180057759507501,10520.92127689,,0.3700509,0.313825360329816
1946,AL,Alabama,41,South,1,0.2478641,0.00177371536111025,9286.2045138,,0.3836338,0.30872492711399
1947,AL,Alabama,41,South,1,0.2520125,0.00174581249350779,8609.1376662,,0.3972166,0.303426904882368
1948,AL,Alabama,41,South,1,0.2561608,0.00171680732714497,8693.90157636,,0.4107995,0.297919585046589
1949,AL,Alabama,41,South,1,0.2603092,0.0016866332265797,8365.30588236,,0.4243824,0.292190315285087
1950,AL,Alabama,41,South,1,0.2644576,0.00165521807498138,9067.62132738,,0.4379652,0.286225402504472
1951,AL,Alabama,41,South,1,0.2681912,0.00163623158526104,9790.625308188,,0.4490161,0.28411281076763
1952,AL,Alabama,41,South,1,0.2719247,0.00161745344743393,10196.20301904,,0.4600669,0.282023401962149
1953,AL,Alabama,41,South,1,0.2756583,0.00159888025063064,10634.695356402,,0.4711178,0.279956796566875
1954,AL,Alabama,41,South,1,0.2793919,0.0015805086580289,10326.539925424,,0.4821686,0.277912623299738
1955,AL,Alabama,41,South,1,0.2831254,0.00156233540485495,11594.37638001,,0.4932195,0.275890518895378
1956,AL,Alabama,41,South,1,0.286859,0.00154435729644948,12181.976691012,,0.5042703,0.273890127889939
1957,AL,Alabama,41,South,1,0.2905926,0.00152657120639543,12373.805657961,,0.5153212,0.27191110241275
1958,AL,Alabama,41,South,1,0.2943261,0.00150897407470545,12334.725536608,,0.526372,0.269953101984659
1959,AL,Alabama,41,South,1,0.2980597,0.0014915629060669,12714.210892929,,0.5374228,0.268015793322744
1960,AL,Alabama,41,South,1,0.3017933,0.00147433476814216,12755.678412033,0.211,0.5484737,0.266098850151199
1961,AL,Alabama,41,South,1,0.3055268,0.00146039907596526,12881.358696375,0.211,0.5522,0.262210936069919
1962,AL,Alabama,41,South,1,0.3092604,0.00144639945377594,13357.713046166,0.211,0.5559263,0.25830518617594
1963,AL,Alabama,41,South,1,0.312994,0.00143233546064426,13864.71993505,0.211,0.5596526,0.254381477454362
1964,AL,Alabama,41,South,1,0.3167275,0.00141820665157608,14687.408289517,0.211,0.5633789,0.250439685756424
1965,AL,Alabama,41,South,1,0.3204611,0.00140401257746615,15470.061967536,0.213,0.5671053,0.246479685786405
1966,AL,Alabama,41,South,1,0.3241947,0.00138975278505055,16035.224197152,0.215,0.5708316,0.24250135108835
1967,AL,Alabama,41,South,1,0.3279282,0.00137542681685838,16449.26365207,0.22,0.5745579,0.238504554032611
1968,AL,Alabama,41,South,1,0.3316618,0.00136103421116289,17299.51666582,0.224,0.5782842,0.234489165802196
1969,AL,Alabama,41,South,1,0.3353954,0.00134657450193186,18257.413052241,0.226,0.5820105,0.230455056378929
1970,AL,Alabama,41,South,1,0.3391289,0.00133204721877727,18778.099432958,0.228,0.5857368,0.22640209452942
1971,AL,Alabama,41,South,1,0.3403994,0.00199315050904949,19529.030345885,0.221,0.5871965,0.226506102882579
1972,AL,Alabama,41,South,1,0.3416698,0.00264943673895042,20764.503684596,0.214,0.5886561,0.226609353389689
1973,AL,Alabama,41,South,1,0.3429402,0.00330095836588152,21742.572996633,0.233,0.5901158,0.226711854303634
1974,AL,Alabama,41,South,1,0.3442106,0.00394776708832323,21437.298236081,0.231,0.5915754,0.226813613757898
1975,AL,Alabama,41,South,1,0.3454811,0.00458991385951003,21591.455705846,0.207,0.5930351,0.22691463976872
1976,AL,Alabama,41,South,1,0.3467515,0.00522744890081084,22547.856258027,0.199,0.5944948,0.227014940237198
1977,AL,Alabama,41,South,1,0.3480219,0.00586042171482216,23036.80082413,0.187,0.5959544,0.22711452295135
1978,AL,Alabama,41,South,1,0.3492923,0.00648888109818115,23890.731960892,0.216,0.597414,0.227213395588126
1979,AL,Alabama,41,South,1,0.3505628,0.00711287515410557,23616.81788098,0.24,0.5988737,0.227311565715385
1980,AL,Alabama,41,South,1,0.3518332,0.0077324513046674,22761.110692439,0.195,0.5857368,0.227409040793826
1981,AL,Alabama,41,South,1,0.3583449,0.00740161952636096,22799.52308228,0.184,0.5871965,0.227443878584826
1982,AL,Alabama,41,South,1,0.3648566,0.00706921511598936,22650.47434173,0.177,0.5886561,0.22747888197971
1983,AL,Alabama,41,South,1,0.3713683,0.00673522683341194,23451.832680525,0.171,0.5901158,0.227514052162105
1984,AL,Alabama,41,South,1,0.3778799,0.00639964333111607,24618.74363936,0.152,0.5915754,0.227549390326946
1985,AL,Alabama,41,South,1,0.3843916,0.00606245315293193,25474.921978995,0.159,0.5930351,0.227584897680608
1986,AL,Alabama,41,South,1,0.3909033,0.00572364473272888,26346.515616027,0.159,0.5944948,0.227620575441048
1987,AL,Alabama,41,South,1,0.397415,0.00538320639309298,26754.128448042,0.141,0.5959544,0.22765642483794
1988,AL,Alabama,41,South,1,0.4039267,0.00504112634398537,27578.520757805,0.144,0.597414,0.227692447112817
1989,AL,Alabama,41,South,1,0.4104384,0.00469739268138117,28604.511325335,0.14,0.5988737,0.227728643519217
1990,AL,Alabama,41,South,1,0.4169501,0.00435199338588868,28688.66824418,0.125,0.603761,0.227765015322826
1991,AL,Alabama,41,South,1,0.4156578,0.00478310394297028,28723.954490532,0.135,0.5988264,0.229001273469833
1992,AL,Alabama,41,South,1,0.4143655,0.00521427354292479,29626.280312629,0.14,0.5938919,0.230237700928937
1993,AL,Alabama,41,South,1,0.4130732,0.0056455021978824,29659.10998651,0.149,0.5889573,0.231474297734924
1994,AL,Alabama,41,South,1,0.411781,0.00607678991997661,30287.637957434,0.142,0.5840226,0.232711063922586
1995,AL,Alabama,41,South,1,0.4104887,0.00650813672134424,30896.192405694,0.138,0.579088,0.233947999526729
1996,AL,Alabama,41,South,1,0.4091964,0.00693954261412545,31072.037438538,0.116,0.5741534,0.235185104582165
1997,AL,Alabama,41,South,1,0.4079041,0.00737100761046373,31720.40598084,0.103,0.5692188,0.236422379123717
1998,AL,Alabama,41,South,1,0.4066119,0.00780253172250588,33095.134489,0.098,0.5642842,0.237659823186218
1999,AL,Alabama,41,South,1,0.4053196,0.00823411496240203,33455.532835088,0.11,0.5593496,0.238897436804509
2000,AL,Alabama,41,South,1,0.4040273,0.00866575734230566,33927.015299607,0.098,0.554415,0.240135220013441
2001,AL,Alabama,41,South,1,0.4063842,0.00901046424040389,34219.580301189,0.1,0.5580103,0.241419709633275
2002,AL,Alabama,41,South,1,0.4087411,0.00935678854554236,34381.168438941,0.091,0.5616056,0.242710226235933
2003,AL,Alabama,41,South,1,0.411098,0.00970474166809882,34845.2096382,0.081,0.565201,0.244006812340181
2004,AL,Alabama,41,South,1,0.4134549,0.0100543351260336,36138.50520415,0.098,0.5687963,0.245309510865671
2005,AL,Alabama,41,South,1,0.4158118,0.0104055805461604,36653.289481622,0.102,0.5723916,0.246618365137681
2006,AL,Alabama,41,South,1,0.4181687,0.0107584896654356,37249.055594529,0.088,0.5759869,0.247933418891912
2007,AL,Alabama,41,South,1,0.4205256,0.0111130743322653,37621.256119597,0.096,0.5795822,0.249254716279367
2008,AL,Alabama,41,South,1,0.4228824,0.0114693465078313,37329.93255456,0.098,0.5831776,0.250582301871286
2009,AL,Alabama,41,South,1,0.4252393,0.0118273182674364,36487.69423233,0.109,0.5867729,0.251916220664159
2010,AL,Alabama,41,South,1,0.4275962,0.0121870018018684,37035.808413071,0.102,0.5903682,0.253256518084814
2011,AL,Alabama,41,South,1,0.4275962,0.0131469561465757,37092.155795514,0.1,0.5903682,0.254852524023061
2012,AL,Alabama,41,South,1,0.4275962,0.0141170700119863,37201.079339424,0.093,0.5903682,0.25646542103062
2013,AL,Alabama,41,South,1,0.4275962,0.0150975055385467,36806.479271184,0.108,0.5903682,0.258095478679805
2014,AL,Alabama,41,South,1,0.4275962,0.0160884283353875,37556.525843712,0.108,0.5903682,0.259742972309916
2015,AL,Alabama,41,South,1,0.4275962,0.0170900075735801,38965,0.103,0.5903682,0.261408183182281
1930,AR,Arkansas,42,South,5,0.1658682,0.00207790998826396,3179.15017952,,0.2064609,0.241354232120831
1931,AR,Arkansas,42,South,5,0.1681988,0.00207790998826396,3227.79730176,,0.207971,0.241354232120831
1932,AR,Arkansas,42,South,5,0.1705293,0.00207790998826396,2629.6776644,,0.2094811,0.241354232120831
1933,AR,Arkansas,42,South,5,0.1728599,0.00207790998826396,2789.50776876,,0.2109912,0.241354232120831
1934,AR,Arkansas,42,South,5,0.1751905,0.00207790998826396,3219.18611924,,0.2125013,0.241354232120831
1935,AR,Arkansas,42,South,5,0.177521,0.00207790998826396,3529.3042338,,0.2140114,0.241354232120831
1936,AR,Arkansas,42,South,5,0.1798516,0.00207790998826396,4143.53460339,,0.2155215,0.241354232120831
1937,AR,Arkansas,42,South,5,0.1821822,0.00207790998826396,4164.25701417,,0.2170316,0.241354232120831
1938,AR,Arkansas,42,South,5,0.1845127,0.00207790998826396,3832.61531868,,0.2185417,0.241354232120831
1939,AR,Arkansas,42,South,5,0.1868433,0.00207790998826396,4194.68935158,,0.2200519,0.241354232120831
1940,AR,Arkansas,42,South,5,0.1891739,0.00207790998826396,4350.95492747,,0.221562,0.241354232120831
1941,AR,Arkansas,42,South,5,0.1915044,0.00218823531487267,5546.52027136,,0.2324295,0.239149721393425
1942,AR,Arkansas,42,South,5,0.193835,0.00230301842401865,7139.59184275,,0.243297,0.236856135657352
1943,AR,Arkansas,42,South,5,0.1961656,0.00242253506704958,7836.63144264,,0.2541644,0.234467964874049
1944,AR,Arkansas,42,South,5,0.1984961,0.00254708421753015,9399.87875,,0.2650319,0.231979234980708
1945,AR,Arkansas,42,South,5,0.2008267,0.00267699056837014,9915.21116583,,0.2758994,0.229383457992885
1946,AR,Arkansas,42,South,5,0.2031573,0.00281260735825952,9237.585642,,0.2867669,0.226673575526931
1947,AR,Arkansas,42,South,5,0.2054878,0.00295431957921449,7865.1381148,,0.2976344,0.223841894707097
1948,AR,Arkansas,42,South,5,0.2078184,0.00310254762656545,8684.06684607,,0.3085019,0.220880015231801
1949,AR,Arkansas,42,South,5,0.210149,0.00325775146426342,8166.13193278,,0.3193694,0.217778746142852
1950,AR,Arkansas,42,South,5,0.2124795,0.00342043539243072,8379.19020708,,0.3302369,0.214528010560683
1951,AR,Arkansas,42,South,5,0.2151352,0.00317010917854228,8860.789385064,,0.3400568,0.212127519472227
1952,AR,Arkansas,42,South,5,0.2177908,0.00291392159538039,9355.463471856,,0.3498767,0.209670821067372
1953,AR,Arkansas,42,South,5,0.2204464,0.00265166433895996,9658.220824512,,0.3596966,0.207155917825155
1954,AR,Arkansas,42,South,5,0.223102,0.00238311911656659,9727.389144768,,0.3695165,0.204580716438177
1955,AR,Arkansas,42,South,5,0.2257577,0.00210805704075917,10665.76499946,,0.3793364,0.20194302200142
1956,AR,Arkansas,42,South,5,0.2284133,0.00182623797871289,11031.747132204,,0.3891563,0.199240531772808
1957,AR,Arkansas,42,South,5,0.2310689,0.00153740985301523,10838.677757655,,0.3989762,0.196470828468217
1958,AR,Arkansas,42,South,5,0.2337246,0.00124130788963573,11022.520692288,,0.4087961,0.193631373049923
1959,AR,Arkansas,42,South,5,0.2363802,0.000937653808353876,11744.966116338,,0.418616,0.190719496963245
1960,AR,Arkansas,42,South,5,0.2390358,0.000626154950442127,11450.48344583,0.15,0.4284359,0.18773239377151
1961,AR,Arkansas,42,South,5,0.2416915,0.000611380044642646,12207.56454918,0.15,0.4355509,0.184405201097335
1962,AR,Arkansas,42,South,5,0.2443471,0.000596590511464273,12588.585032932,0.15,0.4426659,0.181074714452385
1963,AR,Arkansas,42,South,5,0.2470027,0.000581786329174262,13012.6980396,0.15,0.4497809,0.177740928942618
1964,AR,Arkansas,42,South,5,0.2496583,0.000566967475996794,13777.568837954,0.15,0.456896,0.17440383966429
1965,AR,Arkansas,42,South,5,0.252314,0.000552133930112868,14326.360888224,0.151,0.464011,0.171063441703934
1966,AR,Arkansas,42,South,5,0.2549696,0.000537285669660197,15435.36635766,0.153,0.471126,0.167719730138334
1967,AR,Arkansas,42,South,5,0.2576252,0.000522422672733095,15860.269310775,0.16,0.4782411,0.164372700034501
1968,AR,Arkansas,42,South,5,0.2602809,0.000507544917382376,16454.973332528,0.167,0.4853561,0.161022346449653
1969,AR,Arkansas,42,South,5,0.2629365,0.000492652381615242,17314.511635323,0.162,0.4924711,0.157668664431183
1970,AR,Arkansas,42,South,5,0.2655921,0.000477745043395175,17837.36185564,0.157,0.4995861,0.154311649016641
1971,AR,Arkansas,42,South,5,0.2699926,0.00104862085088654,18616.075975505,0.151,0.5012186,0.15262961121573
1972,AR,Arkansas,42,South,5,0.2743931,0.00161288189612027,19896.953421422,0.145,0.5028511,0.150967063258346
1973,AR,Arkansas,42,South,5,0.2787936,0.0021706424851591,21737.234775912,0.164,0.5044835,0.149323668351239
1974,AR,Arkansas,42,South,5,0.2831941,0.00272201430546917,21427.682941963,0.138,0.506116,0.147699097416635
1975,AR,Arkansas,42,South,5,0.2875946,0.00326710650047856,21058.38773188,0.144,0.5077484,0.146093028872556
1976,AR,Arkansas,42,South,5,0.2919951,0.00380602574160291,21873.045115629,0.148,0.5093809,0.144505148420601
1977,AR,Arkansas,42,South,5,0.2963956,0.00433887629783777,22446.213909963,0.141,0.5110133,0.142935148840899
1978,AR,Arkansas,42,South,5,0.3007961,0.00486576010301307,23818.027359672,0.131,0.5126458,0.141382729793948
1979,AR,Arkansas,42,South,5,0.3051966,0.00538677682080101,23149.96621427,0.137,0.5142782,0.139847597629078
1980,AR,Arkansas,42,South,5,0.3095971,0.00590202390756407,21832.02706377,0.117,0.4995861,0.138329465199271
1981,AR,Arkansas,42,South,5,0.3190534,0.00591940183152928,22351.04207014,0.08,0.5012186,0.138131206450995
1982,AR,Arkansas,42,South,5,0.3285096,0.00593691825386896,22134.68605158,0.098,0.5028511,0.137931367622473
1983,AR,Arkansas,42,South,5,0.3379658,0.00595457483691141,22692.71196768,0.116,0.5044835,0.137729929748775
1984,AR,Arkansas,42,South,5,0.3474221,0.00597237326969458,24068.97369708,0.1,0.506116,0.137526873560248
1985,AR,Arkansas,42,South,5,0.3568783,0.00599031526850474,24688.536579384,0.115,0.5077484,0.137322179476374
1986,AR,Arkansas,42,South,5,0.3663346,0.00600840257742813,25410.12546075,0.1,0.5093809,0.137115827599475
1987,AR,Arkansas,42,South,5,0.3757908,0.00602663696891617,25364.574556878,0.113,0.5110133,0.136907797708261
1988,AR,Arkansas,42,South,5,0.3852471,0.00604502024436441,26123.961653543,0.099,0.5126458,0.136698069251231
1989,AR,Arkansas,42,South,5,0.3947033,0.00606355423470585,26700.729616011,0.101,0.5142782,0.136486621339903
1990,AR,Arkansas,42,South,5,0.4041596,0.00608224080101876,26539.738290365,0.105,0.535163,0.136273432741875
1991,AR,Arkansas,42,South,5,0.4033779,0.00685001622591808,26604.375151536,0.104,0.5340833,0.136821019902176
1992,AR,Arkansas,42,South,5,0.4025963,0.00761318484676724,27791.636963167,0.088,0.5330036,0.137365321431463
1993,AR,Arkansas,42,South,5,0.4018147,0.00837178800214642,27861.38935023,0.084,0.5319239,0.137906366812935
1994,AR,Arkansas,42,South,5,0.401033,0.00912586653751536,28406.855285666,0.081,0.5308442,0.138444185178091
1995,AR,Arkansas,42,South,5,0.4002514,0.0098754608125444,28894.611834561,0.079,0.5297645,0.13897880531196
1996,AR,Arkansas,42,South,5,0.3994698,0.0106206107083151,29372.584761288,0.072,0.5286848,0.139510255658235
1997,AR,Arkansas,42,South,5,0.3986881,0.0113613556343935,29754.863133517,0.06,0.5276051,0.140038564324316
1998,AR,Arkansas,42,South,5,0.3979065,0.0120977345357774,30812.21000975,0.062,0.5265254,0.14056375908627
1999,AR,Arkansas,42,South,5,0.3971249,0.0128297858997226,31093.898862208,0.076,0.5254457,0.141085867393696
2000,AR,Arkansas,42,South,5,0.3963432,0.0135575477624475,31386.171036429,0.059,0.524366,0.141604916374506
2001,AR,Arkansas,42,South,5,0.3966336,0.0144774978244602,31949.784525413,0.064,0.5280897,0.142270235680645
2002,AR,Arkansas,42,South,5,0.3969239,0.0154007499920121,31935.629458269,0.061,0.5318134,0.142937943110506
2003,AR,Arkansas,42,South,5,0.3972142,0.0163273220761335,32805.64717352,0.049,0.5355372,0.143608051545248
2004,AR,Arkansas,42,South,5,0.3975045,0.0172572320161786,33695.561324125,0.049,0.5392609,0.144280573958833
2005,AR,Arkansas,42,South,5,0.3977948,0.0181904978809832,33877.775507565,0.048,0.5429846,0.144955523418868
2006,AR,Arkansas,42,South,5,0.3980852,0.0191271378700349,34657.857837677,0.052,0.5467083,0.14563291308745
